asin,title,brand,manufacturer,description,images,price,stars,ratings_quantity,time,is_empty,id,category,method,is_valid
B0BVPNQW1C,True,False,False,True,True,True,True,True,8.41294527053833,False,135,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B000IEMGGE,True,False,False,True,True,True,True,True,4.000887870788574,False,136,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B088W7L534,True,False,False,True,True,True,True,True,4.635511159896851,False,137,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B0CMJXGCFQ,True,False,False,True,True,True,True,True,9.823450088500977,False,138,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B004Y9GTOO,True,False,False,True,True,True,True,True,6.103322982788086,False,139,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B079FV6PRH,True,False,False,True,True,True,True,True,7.141418933868408,False,140,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B08SNSSTPZ,True,False,False,False,True,True,True,True,5.222649097442627,False,141,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B000H3EO3O,True,False,False,True,True,True,True,True,4.344621658325195,False,142,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B07GKVBQDG,False,False,False,False,False,False,False,False,7.048481702804565,True,143,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B0BLXZ4YBJ,True,False,False,False,True,True,True,True,2.5614871978759766,False,144,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B01HTJTMF8,True,False,False,True,True,True,True,True,7.076398134231567,False,145,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B09W18N3GT,True,False,False,False,True,False,True,True,4.655058145523071,False,146,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B07GB3NVN1,True,False,False,True,True,True,True,True,6.741899013519287,False,147,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B0054LHI5A,True,False,False,True,True,True,True,True,4.781445264816284,False,148,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B06XF2TR11,True,False,False,True,True,True,True,True,4.065640211105347,False,149,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B00WAJAKOU,True,False,False,True,True,True,True,True,7.974225759506226,False,150,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B07MWSXPT1,True,False,False,True,True,True,True,True,6.371898889541626,False,151,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B085WR175L,True,False,False,True,True,True,True,True,6.340908050537109,False,152,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B08HYW2MKG,True,False,False,True,True,True,True,True,3.111392021179199,False,153,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B000TG63EW,False,False,False,False,False,False,False,False,7.395639657974243,True,154,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B00365DABC,True,False,False,True,True,True,True,True,4.665076017379761,False,155,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B004WRCXRA,True,False,False,True,True,False,True,True,4.263700008392334,False,156,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B002RS6JSA,True,False,False,True,True,True,True,True,7.110041856765747,False,157,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B0B9YDQTXN,True,False,False,True,True,True,True,True,5.803368330001831,False,158,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B014E2D6BY,True,False,False,True,True,True,True,True,7.62814998626709,False,159,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B0914XZT2W,True,False,False,True,True,False,True,True,8.098191976547241,False,160,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B07L1PHSY9,True,False,False,True,True,False,True,True,2.924955129623413,False,161,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B01N34XW93,False,False,False,False,False,False,False,False,7.149084091186523,True,162,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B0BN2PX8V3,False,False,False,False,False,False,False,False,7.115193843841553,True,163,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
B01N1LL62W,True,False,False,True,True,True,True,True,5.614528179168701,False,164,beauty_and_personal_care,STATIC_ROTATE_USER_AGENT_RETRIES,False
